customer_id,gender,age,tenure,monthly_charges,total_charges,contract_type,internet_service,payment_method,support_tickets,satisfaction_score,churn
CUST00677,Female,62,64,2548.68,163115.52,Two Year,DSL,Credit Card,3,10,No
CUST00678,Female,26,35,1518.98,53164.3,Two Year,None,Credit Card,7,1,Yes
CUST00679,Female,19,57,1388.26,79130.82,Yearly,DSL,Net Banking,8,4,Yes
CUST00680,Female,21,8,529.86,4238.88,Monthly,DSL,Credit Card,2,6,No
CUST00681,Male,56,11,1033.8,11371.8,Yearly,DSL,Credit Card,10,9,Yes
CUST00682,Male,49,52,2857.93,148612.36,Yearly,DSL,UPI,8,2,Yes
CUST00683,Female,32,49,2516.33,123300.17,Two Year,Fiber,Net Banking,7,2,Yes
CUST00684,Male,42,9,517.67,4659.03,Two Year,DSL,Credit Card,6,1,Yes
CUST00685,Male,53,39,2700.65,105325.35,Yearly,Fiber,Debit Card,10,4,Yes
CUST00686,Male,66,8,1140.48,9123.84,Monthly,None,Net Banking,10,8,Yes
CUST00687,Female,64,35,1983.83,69434.05,Yearly,None,Credit Card,9,6,No
CUST00688,Female,49,66,2107.35,139085.1,Two Year,DSL,Credit Card,6,8,Yes
CUST00689,Male,58,16,432.03,6912.48,Two Year,DSL,Credit Card,8,6,No
CUST00690,Male,42,63,2906.98,183139.74,Two Year,DSL,UPI,2,4,Yes
CUST00691,Female,68,62,2591.02,160643.24,Monthly,DSL,UPI,0,10,No
CUST00692,Male,47,36,690.42,24855.12,Yearly,DSL,UPI,3,5,No
CUST00693,Female,57,12,2548.88,30586.56,Monthly,None,Net Banking,2,8,No
CUST00694,Male,67,5,1585.39,7926.95,Monthly,Fiber,UPI,0,6,No
CUST00695,Female,45,40,1334.15,53366.0,Yearly,Fiber,Net Banking,8,7,No
CUST00696,Female,65,38,2469.51,93841.38,Yearly,None,UPI,8,10,Yes
CUST00697,Female,27,7,521.74,3652.18,Two Year,DSL,UPI,10,4,Yes
CUST00698,Male,30,36,2842.36,102324.96,Monthly,DSL,Credit Card,10,7,Yes
CUST00699,Male,43,18,706.33,12713.94,Yearly,Fiber,Net Banking,7,1,Yes
CUST00700,Female,29,4,1718.76,6875.04,Monthly,None,Credit Card,1,9,No
CUST00701,Female,55,58,2127.39,123388.62,Yearly,DSL,Net Banking,9,5,Yes
CUST00702,Male,69,48,750.89,36042.72,Monthly,Fiber,Debit Card,4,10,No
CUST00703,Male,63,44,2448.28,107724.32,Yearly,None,Debit Card,10,4,Yes
CUST00704,Male,61,51,1387.13,70743.63,Monthly,Fiber,Net Banking,2,9,No
CUST00705,Female,51,22,1333.3,29332.6,Yearly,DSL,UPI,9,10,No
CUST00706,Female,46,46,1401.13,64451.98,Two Year,None,Net Banking,4,7,No
CUST00707,Male,65,30,480.53,14415.9,Monthly,DSL,Credit Card,9,7,No
CUST00708,Female,28,49,1917.59,93961.91,Yearly,Fiber,Net Banking,10,7,No
CUST00709,Male,69,56,823.45,46113.2,Two Year,DSL,UPI,1,5,No
CUST00710,Female,39,45,1653.09,74389.05,Yearly,Fiber,Net Banking,7,2,Yes
CUST00711,Male,67,56,1060.09,59365.04,Two Year,None,Net Banking,10,10,No
CUST00712,Female,58,27,1434.81,38739.87,Two Year,None,Net Banking,7,10,No
CUST00713,Female,44,63,691.02,43534.26,Yearly,Fiber,UPI,0,3,No
CUST00714,Male,30,10,1794.83,17948.3,Two Year,Fiber,Debit Card,5,5,No
CUST00715,Male,23,6,1705.65,10233.9,Monthly,Fiber,UPI,9,10,Yes
CUST00716,Female,51,22,961.28,21148.16,Yearly,None,Debit Card,0,3,No
CUST00717,Female,61,35,1773.55,62074.25,Monthly,Fiber,UPI,4,9,No
CUST00718,Male,27,27,841.43,22718.61,Two Year,DSL,Debit Card,6,5,No
CUST00719,Female,53,7,673.44,4714.08,Monthly,DSL,Net Banking,7,4,Yes
CUST00720,Male,40,44,2249.8,98991.2,Monthly,Fiber,Debit Card,6,7,Yes
CUST00721,Male,62,52,2089.79,108669.08,Yearly,Fiber,Credit Card,1,10,No
CUST00722,Male,34,42,1869.22,78507.24,Yearly,Fiber,Credit Card,7,7,No
CUST00723,Female,41,18,1685.36,30336.48,Two Year,Fiber,Debit Card,2,2,No
CUST00724,Male,52,62,2021.76,125349.12,Two Year,None,Credit Card,10,8,Yes
CUST00725,Male,19,61,2045.56,124779.16,Two Year,Fiber,UPI,0,6,No
CUST00726,Male,58,3,532.69,1598.07,Yearly,None,Credit Card,6,5,Yes
CUST00727,Male,54,10,1494.87,14948.7,Monthly,Fiber,Credit Card,10,9,Yes
CUST00728,Male,35,37,2968.03,109817.11,Yearly,None,Net Banking,5,2,Yes
CUST00729,Female,51,23,2744.43,63121.89,Yearly,Fiber,Credit Card,3,1,Yes
CUST00730,Female,25,61,2201.37,134283.57,Yearly,DSL,Net Banking,1,9,No
CUST00731,Female,59,66,1999.78,131985.48,Monthly,DSL,UPI,2,8,No
CUST00732,Female,50,42,2671.22,112191.24,Yearly,None,UPI,7,4,Yes
CUST00733,Male,63,41,780.13,31985.33,Yearly,DSL,Debit Card,6,2,Yes
CUST00734,Female,40,2,332.1,664.2,Two Year,None,Debit Card,6,7,Yes
CUST00735,Male,58,29,2393.16,69401.64,Two Year,Fiber,Debit Card,5,5,No
CUST00736,Male,37,68,2447.29,166415.72,Two Year,DSL,Credit Card,10,2,Yes
CUST00737,Male,43,18,1287.76,23179.68,Two Year,DSL,UPI,5,6,No
CUST00738,Female,68,10,346.1,3461.0,Two Year,Fiber,UPI,4,4,Yes
CUST00739,Male,63,56,1755.27,98295.12,Two Year,None,Credit Card,4,7,No
CUST00740,Female,23,72,2627.05,189147.6,Monthly,Fiber,Debit Card,1,3,Yes
CUST00741,Female,30,67,2281.0,152827.0,Two Year,None,Net Banking,8,7,Yes
CUST00742,Male,48,40,1327.86,53114.4,Monthly,None,Debit Card,0,6,No
CUST00743,Male,56,1,941.98,941.98,Yearly,Fiber,Net Banking,8,10,Yes
CUST00744,Female,43,49,1249.55,61227.95,Yearly,None,UPI,10,3,Yes
CUST00745,Male,54,48,1752.4,84115.2,Yearly,None,Debit Card,2,2,No
CUST00746,Male,32,67,993.5,66564.5,Two Year,None,UPI,7,1,Yes
CUST00747,Female,66,47,2439.69,114665.43,Monthly,None,UPI,7,1,Yes
CUST00748,Male,24,16,1748.55,27976.8,Two Year,DSL,Debit Card,4,6,No
CUST00749,Male,54,48,929.08,44595.84,Monthly,None,Credit Card,1,9,No
CUST00750,Male,36,58,1387.44,80471.52,Two Year,DSL,Credit Card,0,10,No
CUST00751,Male,22,24,1639.67,39352.08,Monthly,DSL,Net Banking,0,7,No
CUST00752,Male,62,31,1584.98,49134.38,Yearly,DSL,Debit Card,8,3,Yes
CUST00753,Female,25,48,2249.94,107997.12,Monthly,None,UPI,4,8,No
CUST00754,Male,38,51,1592.65,81225.15,Two Year,None,Net Banking,3,9,No
CUST00755,Female,70,43,2621.85,112739.55,Monthly,Fiber,Credit Card,5,1,Yes
CUST00756,Female,21,56,1353.51,75796.56,Yearly,DSL,UPI,9,7,No
CUST00757,Male,44,1,778.66,778.66,Monthly,Fiber,UPI,2,10,No
CUST00758,Female,44,5,1231.65,6158.25,Yearly,DSL,Debit Card,0,4,Yes
CUST00759,Female,53,38,1106.01,42028.38,Monthly,DSL,UPI,4,9,No
CUST00760,Male,40,5,1240.63,6203.15,Yearly,None,UPI,7,1,Yes
CUST00761,Female,38,58,2966.89,172079.62,Yearly,DSL,UPI,0,5,No
CUST00762,Male,24,35,1537.9,53826.5,Yearly,Fiber,Net Banking,7,3,Yes
CUST00763,Male,19,1,773.59,773.59,Two Year,Fiber,UPI,1,7,No
CUST00764,Female,28,42,1332.45,55962.9,Two Year,Fiber,Net Banking,4,8,No
CUST00765,Male,34,20,2813.38,56267.6,Monthly,DSL,Net Banking,3,7,No
CUST00766,Male,49,65,2917.96,189667.4,Two Year,None,UPI,4,4,Yes
CUST00767,Male,18,1,403.83,403.83,Yearly,None,Credit Card,8,5,Yes
CUST00768,Male,53,12,960.96,11531.52,Two Year,Fiber,Net Banking,8,7,No
CUST00769,Female,49,71,608.08,43173.68,Yearly,Fiber,Credit Card,9,1,Yes
CUST00770,Male,30,62,2702.43,167550.66,Monthly,None,Credit Card,7,9,Yes
CUST00771,Male,65,68,1818.92,123686.56,Two Year,Fiber,UPI,0,8,No
CUST00772,Male,46,22,1968.71,43311.62,Monthly,Fiber,Debit Card,1,7,No
CUST00773,Female,56,62,687.09,42599.58,Two Year,DSL,UPI,4,5,No
CUST00774,Male,25,8,2786.56,22292.48,Yearly,Fiber,Net Banking,9,8,Yes
CUST00775,Female,69,61,2428.25,148123.25,Monthly,DSL,Net Banking,4,6,No
CUST00776,Male,37,42,2635.17,110677.14,Monthly,None,Net Banking,4,7,No
CUST00777,Female,57,55,862.06,47413.3,Two Year,DSL,Debit Card,10,4,Yes
CUST00778,Female,49,40,638.68,25547.2,Yearly,Fiber,UPI,0,5,No
CUST00779,Female,21,64,2434.09,155781.76,Two Year,Fiber,Debit Card,7,8,Yes
CUST00780,Female,49,58,841.58,48811.64,Yearly,None,Net Banking,2,6,No
CUST00781,Female,69,57,836.97,47707.29,Monthly,Fiber,Debit Card,2,9,No
CUST00782,Female,43,28,1580.55,44255.4,Yearly,DSL,Debit Card,9,4,Yes
CUST00783,Male,27,62,1602.75,99370.5,Yearly,None,Debit Card,0,4,No
CUST00784,Male,42,4,682.06,2728.24,Yearly,None,UPI,8,8,Yes
CUST00785,Female,39,7,1213.31,8493.17,Two Year,Fiber,Net Banking,2,8,No
CUST00786,Female,43,3,2614.83,7844.49,Monthly,None,Debit Card,2,6,Yes
CUST00787,Female,20,22,2132.03,46904.66,Yearly,DSL,Net Banking,3,7,No
CUST00788,Male,63,34,2250.24,76508.16,Monthly,Fiber,Debit Card,2,9,No
CUST00789,Male,22,24,1375.69,33016.56,Two Year,Fiber,Net Banking,10,5,No
CUST00790,Male,42,60,548.15,32889.0,Monthly,None,UPI,6,3,Yes
CUST00791,Female,18,2,559.96,1119.92,Monthly,None,Credit Card,9,2,Yes
CUST00792,Male,44,17,1664.37,28294.29,Two Year,None,Debit Card,3,7,No
CUST00793,Female,51,36,2695.12,97024.32,Yearly,Fiber,Credit Card,8,8,Yes
CUST00794,Male,67,50,1323.34,66167.0,Monthly,None,Net Banking,4,5,No
CUST00795,Female,18,1,1727.61,1727.61,Two Year,Fiber,Credit Card,4,8,No
CUST00796,Female,43,16,312.28,4996.48,Monthly,None,Debit Card,6,5,No
CUST00797,Male,48,52,2424.24,126060.48,Yearly,None,Debit Card,7,10,Yes
CUST00798,Male,59,25,2141.61,53540.25,Yearly,Fiber,UPI,10,9,Yes
CUST00799,Female,25,26,2536.94,65960.44,Yearly,DSL,Credit Card,1,10,No
CUST00800,Female,33,41,2738.22,112267.02,Monthly,None,UPI,9,9,Yes
CUST00801,Male,35,34,2117.34,71989.56,Monthly,None,UPI,1,8,No
CUST00802,Female,64,66,644.51,42537.66,Yearly,Fiber,Net Banking,6,4,Yes
CUST00803,Male,70,5,1100.83,5504.15,Yearly,DSL,Credit Card,10,10,Yes
CUST00804,Male,69,1,2514.73,2514.73,Two Year,DSL,Net Banking,5,2,Yes
CUST00805,Male,40,16,2851.11,45617.76,Two Year,None,Net Banking,1,6,No
CUST00806,Female,34,35,2602.34,91081.9,Two Year,Fiber,UPI,9,6,Yes
CUST00807,Male,19,64,1285.35,82262.4,Monthly,None,Credit Card,2,10,No
CUST00808,Male,56,68,2875.32,195521.76,Two Year,DSL,Net Banking,9,2,Yes
CUST00809,Female,32,12,2271.31,27255.72,Monthly,None,Credit Card,10,6,Yes
CUST00810,Male,50,58,1990.04,115422.32,Two Year,Fiber,UPI,5,3,No
CUST00811,Female,26,51,2305.07,117558.57,Monthly,None,UPI,10,6,Yes
CUST00812,Male,37,13,2614.8,33992.4,Yearly,None,Net Banking,8,7,Yes
CUST00813,Male,60,27,2887.69,77967.63,Monthly,None,UPI,2,9,No
CUST00814,Female,67,18,1493.99,26891.82,Yearly,DSL,Debit Card,1,4,No
CUST00815,Male,69,5,1559.32,7796.6,Two Year,None,Credit Card,7,4,Yes
CUST00816,Female,69,68,854.25,58089.0,Yearly,DSL,UPI,4,9,No
CUST00817,Female,66,50,2980.03,149001.5,Monthly,Fiber,Credit Card,10,10,Yes
CUST00818,Male,59,51,1675.47,85448.97,Yearly,Fiber,Debit Card,7,6,No
CUST00819,Male,35,13,2872.74,37345.62,Monthly,None,UPI,8,3,Yes
CUST00820,Female,46,2,1298.19,2596.38,Monthly,DSL,Credit Card,6,9,Yes
CUST00821,Male,32,58,2767.22,160498.76,Two Year,None,Net Banking,0,3,Yes
CUST00822,Female,65,24,2725.46,65411.04,Monthly,None,Credit Card,3,3,Yes
CUST00823,Female,47,70,1275.75,89302.5,Two Year,DSL,Credit Card,7,2,Yes
CUST00824,Female,31,51,2496.73,127333.23,Monthly,Fiber,Credit Card,7,4,Yes
CUST00825,Male,69,35,757.67,26518.45,Yearly,Fiber,Net Banking,0,3,No
CUST00826,Female,35,60,2536.72,152203.2,Monthly,None,Credit Card,6,5,Yes
CUST00827,Female,30,9,943.59,8492.31,Monthly,None,Debit Card,1,10,No
CUST00828,Male,46,54,1610.27,86954.58,Monthly,DSL,Credit Card,10,3,Yes
CUST00829,Male,39,64,1843.37,117975.68,Two Year,None,Net Banking,3,10,No
CUST00830,Female,23,15,2023.03,30345.45,Two Year,DSL,UPI,10,7,Yes
CUST00831,Female,38,7,490.22,3431.54,Monthly,DSL,UPI,3,3,Yes
CUST00832,Female,53,51,1327.65,67710.15,Yearly,DSL,Net Banking,5,5,No
CUST00833,Male,48,66,1329.7,87760.2,Yearly,DSL,Credit Card,7,10,No
CUST00834,Female,63,4,541.06,2164.24,Yearly,DSL,Net Banking,0,7,No
CUST00835,Female,47,16,1862.36,29797.76,Yearly,None,Credit Card,4,7,No
CUST00836,Male,64,29,854.97,24794.13,Yearly,None,Debit Card,2,6,No
CUST00837,Male,68,68,1921.46,130659.28,Monthly,None,Debit Card,0,2,No
CUST00838,Female,23,30,1561.79,46853.7,Yearly,Fiber,Credit Card,8,8,No
CUST00839,Male,59,36,2321.62,83578.32,Two Year,Fiber,Net Banking,1,2,Yes
CUST00840,Female,25,37,2846.77,105330.49,Monthly,DSL,Debit Card,0,1,Yes
CUST00841,Female,21,69,717.53,49509.57,Monthly,Fiber,Debit Card,1,5,No
CUST00842,Male,42,38,635.08,24133.04,Yearly,None,Net Banking,7,7,No
CUST00843,Female,51,65,1976.56,128476.4,Yearly,DSL,Net Banking,4,4,No
CUST00844,Female,34,1,1548.91,1548.91,Monthly,DSL,Net Banking,6,8,Yes
CUST00845,Male,43,29,764.74,22177.46,Two Year,DSL,Net Banking,4,5,No
CUST00846,Male,41,71,323.5,22968.5,Yearly,DSL,UPI,1,5,No
CUST00847,Male,67,12,2583.04,30996.48,Yearly,DSL,Credit Card,8,1,Yes
CUST00848,Male,27,7,1250.79,8755.53,Yearly,Fiber,Debit Card,7,7,Yes
CUST00849,Female,55,72,2142.38,154251.36,Two Year,Fiber,Debit Card,5,3,Yes
CUST00850,Male,66,23,1019.66,23452.18,Yearly,None,Credit Card,4,7,No
CUST00851,Female,55,58,2607.36,151226.88,Monthly,Fiber,Net Banking,2,7,No
CUST00852,Male,34,44,314.39,13833.16,Yearly,Fiber,UPI,2,8,No
CUST00853,Male,21,12,1011.54,12138.48,Monthly,None,Debit Card,1,2,No
CUST00854,Female,28,17,2382.05,40494.85,Two Year,None,Net Banking,1,10,No
CUST00855,Male,19,51,2598.34,132515.34,Two Year,None,Debit Card,7,7,Yes
CUST00856,Male,62,3,2290.59,6871.77,Two Year,DSL,Debit Card,9,10,Yes
CUST00857,Female,37,11,2535.65,27892.15,Yearly,Fiber,Debit Card,10,10,Yes
CUST00858,Male,61,51,2932.94,149579.94,Monthly,Fiber,Debit Card,3,8,No
CUST00859,Male,26,28,2953.47,82697.16,Yearly,Fiber,Debit Card,1,9,No
CUST00860,Male,70,18,1709.41,30769.38,Yearly,None,UPI,7,7,No
CUST00861,Female,40,63,2142.85,134999.55,Yearly,Fiber,Debit Card,9,2,Yes
CUST00862,Male,52,35,2288.18,80086.3,Monthly,Fiber,Credit Card,2,4,Yes
CUST00863,Female,20,7,510.52,3573.64,Two Year,DSL,Net Banking,10,1,Yes
CUST00864,Male,38,33,827.36,27302.88,Two Year,Fiber,Credit Card,3,10,No
CUST00865,Female,70,54,981.21,52985.34,Two Year,Fiber,Debit Card,7,5,No
CUST00866,Male,30,50,1717.21,85860.5,Monthly,Fiber,UPI,10,3,Yes
CUST00867,Male,62,19,1085.32,20621.08,Monthly,Fiber,Net Banking,0,5,No
CUST00868,Female,57,31,1200.97,37230.07,Two Year,None,Credit Card,9,4,Yes
CUST00869,Male,54,61,1282.69,78244.09,Yearly,DSL,UPI,5,3,No
CUST00870,Female,48,16,1045.72,16731.52,Yearly,DSL,Net Banking,0,3,No
CUST00871,Female,23,1,1270.28,1270.28,Yearly,DSL,UPI,10,2,Yes
CUST00872,Female,29,8,512.2,4097.6,Yearly,None,Credit Card,5,9,No
CUST00873,Female,70,71,1997.11,141794.81,Yearly,None,Net Banking,10,8,No
CUST00874,Female,38,59,2465.28,145451.52,Monthly,Fiber,Credit Card,2,9,No
CUST00875,Male,57,13,2402.36,31230.68,Monthly,None,Credit Card,7,7,Yes
CUST00876,Male,52,21,2596.35,54523.35,Yearly,DSL,Credit Card,3,7,No
CUST00877,Male,47,20,971.61,19432.2,Two Year,DSL,Net Banking,10,10,No
CUST00878,Male,31,55,2973.35,163534.25,Yearly,Fiber,Debit Card,3,3,Yes
CUST00879,Female,27,43,368.94,15864.42,Yearly,DSL,Net Banking,3,8,No
CUST00880,Male,37,13,359.34,4671.42,Yearly,None,Debit Card,2,6,No
CUST00881,Female,28,10,1854.26,18542.6,Monthly,None,Net Banking,5,3,Yes
CUST00882,Male,52,46,2215.62,101918.52,Monthly,DSL,Credit Card,4,1,Yes
CUST00883,Female,31,44,822.39,36185.16,Monthly,None,Net Banking,9,8,No
CUST00884,Female,33,10,1287.92,12879.2,Two Year,Fiber,Debit Card,2,2,Yes
CUST00885,Female,49,55,1817.49,99961.95,Monthly,Fiber,UPI,1,5,No
CUST00886,Male,51,55,458.44,25214.2,Monthly,Fiber,Credit Card,3,7,No
CUST00887,Female,63,25,2785.97,69649.25,Monthly,DSL,UPI,3,10,No
CUST00888,Male,48,18,2319.95,41759.1,Two Year,DSL,Debit Card,4,5,No
CUST00889,Female,57,55,579.12,31851.6,Two Year,Fiber,Debit Card,2,5,No
CUST00890,Male,59,7,1418.16,9927.12,Monthly,Fiber,Credit Card,8,2,Yes
CUST00891,Female,31,65,478.77,31120.05,Monthly,DSL,Debit Card,8,10,No
CUST00892,Male,29,1,2366.6,2366.6,Monthly,DSL,Net Banking,4,8,Yes
CUST00893,Female,70,72,2315.97,166749.84,Monthly,None,Credit Card,2,4,Yes
CUST00894,Female,39,8,1896.36,15170.88,Yearly,DSL,Debit Card,7,8,Yes
CUST00895,Male,52,70,2384.12,166888.4,Yearly,Fiber,Debit Card,2,5,No
CUST00896,Female,52,54,2939.06,158709.24,Monthly,Fiber,Credit Card,6,5,Yes
CUST00897,Male,39,66,1427.38,94207.08,Monthly,Fiber,Debit Card,10,3,Yes
CUST00898,Female,41,7,1306.06,9142.42,Yearly,DSL,Credit Card,6,7,Yes
CUST00899,Female,37,52,483.38,25135.76,Monthly,None,Debit Card,7,4,Yes
CUST00900,Male,27,16,2665.92,42654.72,Yearly,DSL,Credit Card,5,1,Yes
CUST00901,Female,19,24,1019.7,24472.8,Yearly,None,UPI,10,5,No
CUST00902,Female,49,5,832.02,4160.1,Two Year,None,Net Banking,5,3,Yes
CUST00903,Female,38,63,2259.18,142328.34,Monthly,Fiber,Debit Card,0,5,No
CUST00904,Female,49,46,1114.77,51279.42,Yearly,None,Net Banking,1,8,No
CUST00905,Female,58,19,1160.44,22048.36,Two Year,Fiber,UPI,8,7,No
CUST00906,Male,22,25,2032.15,50803.75,Monthly,None,UPI,10,4,Yes
CUST00907,Female,21,42,2792.61,117289.62,Two Year,Fiber,Net Banking,0,10,No
CUST00908,Male,24,63,1439.79,90706.77,Monthly,None,UPI,2,1,No
CUST00909,Female,64,2,2609.06,5218.12,Monthly,None,Net Banking,7,3,Yes
CUST00910,Female,46,18,1306.62,23519.16,Yearly,Fiber,Debit Card,9,7,No
CUST00911,Male,30,36,1474.03,53065.08,Yearly,Fiber,UPI,5,7,No
CUST00912,Male,26,45,2859.75,128688.75,Yearly,Fiber,UPI,1,1,Yes
CUST00913,Male,53,19,2768.72,52605.68,Two Year,DSL,Debit Card,6,3,Yes
CUST00914,Female,38,45,1292.4,58158.0,Monthly,DSL,Net Banking,1,3,No
CUST00915,Male,52,8,2148.13,17185.04,Monthly,Fiber,UPI,7,8,Yes
CUST00916,Female,36,28,2764.56,77407.68,Two Year,None,Credit Card,3,9,No
CUST00917,Female,58,19,2220.27,42185.13,Two Year,Fiber,Credit Card,10,2,Yes
CUST00918,Female,35,31,503.5,15608.5,Monthly,DSL,UPI,6,3,Yes
CUST00919,Female,39,34,2649.9,90096.6,Two Year,DSL,Net Banking,7,7,Yes
CUST00920,Female,66,56,2801.53,156885.68,Monthly,Fiber,UPI,9,6,Yes
CUST00921,Male,37,25,2122.57,53064.25,Monthly,DSL,Credit Card,3,9,No
CUST00922,Female,60,60,1234.02,74041.2,Two Year,Fiber,Debit Card,6,6,No
CUST00923,Male,64,57,1781.24,101530.68,Two Year,Fiber,UPI,7,7,No
CUST00924,Male,70,43,2906.92,124997.56,Two Year,Fiber,Debit Card,5,9,No
CUST00925,Female,30,68,1297.5,88230.0,Monthly,None,Net Banking,3,5,No
CUST00926,Male,38,71,2014.86,143055.06,Yearly,Fiber,Credit Card,3,10,No
CUST00927,Female,39,12,1684.86,20218.32,Monthly,None,Debit Card,4,3,No
CUST00928,Male,64,66,2789.41,184101.06,Monthly,None,Debit Card,2,6,No
CUST00929,Female,65,56,1786.59,100049.04,Monthly,DSL,Debit Card,4,8,No
CUST00930,Male,67,63,2975.68,187467.84,Monthly,Fiber,Net Banking,7,7,Yes
CUST00931,Female,19,26,2519.59,65509.34,Two Year,None,Debit Card,5,10,No
CUST00932,Female,41,55,2201.43,121078.65,Two Year,None,Net Banking,8,9,Yes
CUST00933,Male,64,4,2135.82,8543.28,Monthly,None,Credit Card,2,9,Yes
CUST00934,Female,67,72,1058.64,76222.08,Two Year,DSL,UPI,3,4,No
CUST00935,Female,46,3,1101.85,3305.55,Two Year,None,Credit Card,7,8,Yes
CUST00936,Male,55,28,2597.43,72728.04,Two Year,DSL,Credit Card,0,8,No
CUST00937,Male,49,26,500.9,13023.4,Yearly,Fiber,Debit Card,0,4,No
CUST00938,Female,40,30,1643.88,49316.4,Monthly,Fiber,Debit Card,7,3,Yes
CUST00939,Female,32,34,2320.44,78894.96,Yearly,Fiber,Credit Card,0,4,Yes
CUST00940,Male,43,39,1144.79,44646.81,Two Year,DSL,UPI,4,4,No
CUST00941,Male,26,20,2840.43,56808.6,Yearly,Fiber,Net Banking,9,8,Yes
CUST00942,Male,44,2,654.28,1308.56,Monthly,Fiber,Net Banking,8,5,Yes
CUST00943,Male,54,11,927.51,10202.61,Yearly,None,Credit Card,1,1,Yes
CUST00944,Female,57,48,2347.11,112661.28,Yearly,None,Credit Card,4,4,Yes
CUST00945,Male,54,52,588.23,30587.96,Monthly,DSL,UPI,1,2,No
CUST00946,Female,18,8,2414.95,19319.6,Two Year,DSL,UPI,6,5,Yes
CUST00947,Male,21,54,1612.79,87090.66,Yearly,Fiber,Net Banking,7,8,No
CUST00948,Female,30,6,2173.52,13041.12,Monthly,None,Net Banking,9,10,Yes
CUST00949,Female,46,15,2463.1,36946.5,Two Year,Fiber,UPI,2,4,Yes
CUST00950,Male,50,26,1702.01,44252.26,Yearly,DSL,Net Banking,10,3,Yes
CUST00951,Female,24,34,2344.54,79714.36,Monthly,Fiber,Credit Card,9,1,Yes
CUST00952,Male,35,35,435.79,15252.65,Monthly,Fiber,Net Banking,1,8,No
CUST00953,Male,30,60,1375.73,82543.8,Monthly,Fiber,Net Banking,2,6,No
CUST00954,Male,24,24,889.83,21355.92,Monthly,Fiber,UPI,5,5,No
CUST00955,Male,60,11,2050.53,22555.83,Two Year,DSL,Debit Card,3,8,Yes
CUST00956,Male,64,34,1048.82,35659.88,Two Year,DSL,Credit Card,5,9,No
CUST00957,Female,22,34,337.34,11469.56,Yearly,DSL,Debit Card,3,5,No
CUST00958,Male,31,64,1801.52,115297.28,Two Year,None,Credit Card,4,10,No
CUST00959,Female,65,46,998.63,45936.98,Monthly,DSL,UPI,0,3,No
CUST00960,Female,69,10,2233.13,22331.3,Two Year,None,UPI,0,6,Yes
CUST00961,Male,64,30,903.02,27090.6,Yearly,Fiber,Net Banking,9,3,Yes
CUST00962,Male,41,17,1833.25,31165.25,Yearly,Fiber,Debit Card,4,4,No
CUST00963,Female,19,14,2429.89,34018.46,Monthly,Fiber,Credit Card,8,3,Yes
CUST00964,Male,26,45,658.24,29620.8,Two Year,Fiber,Net Banking,5,5,No
CUST00965,Male,57,68,435.35,29603.8,Monthly,None,Net Banking,5,3,No
CUST00966,Male,22,26,2143.69,55735.94,Monthly,DSL,Debit Card,8,10,Yes
CUST00967,Male,61,3,1287.53,3862.59,Monthly,Fiber,Credit Card,6,8,Yes
CUST00968,Female,61,58,1198.9,69536.2,Monthly,DSL,Debit Card,0,7,No
CUST00969,Female,35,42,300.26,12610.92,Monthly,DSL,Debit Card,2,1,No
CUST00970,Female,35,53,1879.36,99606.08,Yearly,DSL,Net Banking,0,3,No
CUST00971,Female,45,32,1479.28,47336.96,Yearly,None,UPI,3,2,No
CUST00972,Female,23,18,2942.78,52970.04,Two Year,None,UPI,0,9,No
CUST00973,Female,49,47,1103.69,51873.43,Yearly,Fiber,Net Banking,5,8,No
CUST00974,Male,48,72,1412.66,101711.52,Two Year,None,Net Banking,1,5,No
CUST00975,Male,61,71,2531.74,179753.54,Yearly,Fiber,Credit Card,8,9,Yes
CUST00976,Male,62,17,2911.92,49502.64,Yearly,DSL,Credit Card,9,5,Yes
CUST00977,Female,62,16,966.15,15458.4,Two Year,Fiber,Credit Card,5,1,No
CUST00978,Male,59,8,1548.79,12390.32,Yearly,None,Credit Card,10,5,Yes
CUST00979,Female,39,49,2046.81,100293.69,Two Year,None,Credit Card,1,6,No
CUST00980,Male,45,64,2182.81,139699.84,Monthly,None,Credit Card,1,8,No
CUST00981,Male,28,38,2825.35,107363.3,Monthly,Fiber,UPI,1,4,Yes
CUST00982,Female,46,44,1246.51,54846.44,Two Year,None,Net Banking,2,9,No
CUST00983,Female,21,4,776.33,3105.32,Two Year,None,Credit Card,9,3,Yes
CUST00984,Female,41,9,2545.82,22912.38,Monthly,None,Net Banking,1,3,Yes
CUST00985,Female,19,67,1549.67,103827.89,Yearly,None,Credit Card,10,10,No
CUST00986,Female,25,43,579.91,24936.13,Two Year,Fiber,Net Banking,1,2,No
CUST00987,Female,59,66,760.68,50204.88,Monthly,Fiber,Net Banking,10,10,No
CUST00988,Male,62,18,2232.58,40186.44,Yearly,Fiber,Debit Card,9,6,Yes
CUST00989,Female,44,29,1793.54,52012.66,Yearly,None,Debit Card,7,6,No
CUST00990,Female,66,11,457.05,5027.55,Yearly,None,Net Banking,5,7,No
CUST00991,Male,59,12,1885.85,22630.2,Yearly,None,Debit Card,1,7,No
CUST00992,Male,21,69,459.52,31706.88,Two Year,Fiber,Debit Card,6,5,No
CUST00993,Male,41,2,2890.25,5780.5,Two Year,DSL,Credit Card,5,3,Yes
